ITEM,Departamento,Municipio,Año,Mes,Contrato,Campo,Tipo Prod,Tipo Hidrocarburo,Precio Hidrocarburo USD,Porc Regalia,Prod. Gravable Bls/Kpc,Volumen Regalia Bls/Kpc,Regalias COP,Trm Promedio,Regimen Reg
138,ANTIOQUIA,PUERTO TRIUNFO,2017,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.76,0.2,4028.99,805.8,8963235.51,2957.1,Ley 141 20%
139,ANTIOQUIA,PUERTO TRIUNFO,2017,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.76,0.12,4028.99,483.48,5377941.31,2957.1,ARTICULO 39 LEY 756
140,ANTIOQUIA,PUERTO TRIUNFO,2017,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,36.23,0.2,13434.52,2686.9,287830853.01,2957.1,Ley 141 20%
141,ANTIOQUIA,PUERTO TRIUNFO,2017,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,36.23,0.12,13434.52,1612.14,172698511.93,2957.1,ARTICULO 39 LEY 756
142,ANTIOQUIA,PUERTO TRIUNFO,2017,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.73,0.2,3965.18,793.04,8970236.74,3036.58,Ley 141 20%
143,ANTIOQUIA,PUERTO TRIUNFO,2017,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.73,0.12,3965.18,475.82,5382142.07,3036.58,ARTICULO 39 LEY 756
144,ANTIOQUIA,PUERTO TRIUNFO,2017,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,37.4,0.2,13359.4,2671.88,303428143.51,3036.58,Ley 141 20%
145,ANTIOQUIA,PUERTO TRIUNFO,2017,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,37.4,0.12,13359.4,1603.13,182056886.16,3036.58,ARTICULO 39 LEY 756
146,ANTIOQUIA,PUERTO TRIUNFO,2017,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.6,0.2,3795.65,759.13,8133939.77,2973.2,Ley 141 20%
147,ANTIOQUIA,PUERTO TRIUNFO,2017,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.6,0.12,3795.65,455.48,4880363.94,2973.2,ARTICULO 39 LEY 756
148,ANTIOQUIA,PUERTO TRIUNFO,2017,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,39.64,0.2,13009.61,2601.92,306671105.14,2973.2,Ley 141 20%
149,ANTIOQUIA,PUERTO TRIUNFO,2017,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,39.64,0.12,13009.61,1561.15,184002663.4,2973.2,ARTICULO 39 LEY 756
150,ANTIOQUIA,PUERTO TRIUNFO,2017,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.67,0.2,3205.57,641.11,6856106.27,2917.09,Ley 141 20%
151,ANTIOQUIA,PUERTO TRIUNFO,2017,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.67,0.12,3205.57,384.67,4113663.84,2917.09,ARTICULO 39 LEY 756
152,ANTIOQUIA,PUERTO TRIUNFO,2017,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,42.82,0.2,11036.28,2207.26,275727851.99,2917.09,Ley 141 20%
153,ANTIOQUIA,PUERTO TRIUNFO,2017,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,42.82,0.12,11036.28,1324.35,165436711.2,2917.09,ARTICULO 39 LEY 756
154,ANTIOQUIA,PUERTO TRIUNFO,2017,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.54,0.2,3188.45,637.69,6667319.29,2953.76,Ley 141 20%
155,ANTIOQUIA,PUERTO TRIUNFO,2017,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.54,0.12,3188.45,382.61,4000391.7,2953.76,ARTICULO 39 LEY 756
156,ANTIOQUIA,PUERTO TRIUNFO,2017,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,44.33,0.2,11026.11,2205.22,288780827.04,2953.76,Ley 141 20%
157,ANTIOQUIA,PUERTO TRIUNFO,2017,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,44.33,0.12,11026.11,1323.13,173268496.59,2953.76,ARTICULO 39 LEY 756
158,ANTIOQUIA,PUERTO TRIUNFO,2017,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.46,0.2,3238.58,647.72,6758944.79,3013.47,Ley 141 20%
159,ANTIOQUIA,PUERTO TRIUNFO,2017,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.46,0.12,3238.58,388.63,4055366.94,3013.47,ARTICULO 39 LEY 756
160,ANTIOQUIA,PUERTO TRIUNFO,2017,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,46.11,0.2,10966.32,2193.26,304769667.79,3013.47,Ley 141 20%
161,ANTIOQUIA,PUERTO TRIUNFO,2017,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,46.11,0.12,10966.32,1315.96,182861800.67,3013.47,ARTICULO 39 LEY 756
162,ANTIOQUIA,PUERTO TRIUNFO,2017,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.47,0.2,3266.44,653.29,6778726.08,2991.76,Ley 141 20%
163,ANTIOQUIA,PUERTO TRIUNFO,2017,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.47,0.12,3266.44,391.97,4067235.67,2991.76,ARTICULO 39 LEY 756
164,ANTIOQUIA,PUERTO TRIUNFO,2017,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,48.68,0.2,11690.52,2338.1,340505549.47,2991.76,Ley 141 20%
165,ANTIOQUIA,PUERTO TRIUNFO,2017,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,48.68,0.12,11690.52,1402.86,204303329.89,2991.76,ARTICULO 39 LEY 756
166,ANTIOQUIA,YONDO,2017,1,CASABE,BAJO RIO,B,G,,0.2,0,0,0,2941.4,Ley 141 20%
167,ANTIOQUIA,YONDO,2017,1,CASABE,BAJO RIO,B,O,0,0.2,0,0,0,2941.4,Ley 141 20%
168,ANTIOQUIA,YONDO,2017,1,CASABE,BAJO RIO,I,O,0,0.08,0,0,0,2941.4,Ley 756 8% variable
169,ANTIOQUIA,YONDO,2017,1,CASABE,CASABE,B,G,3.68,0.2,0,0,0,2941.4,Ley 141 20%
170,ANTIOQUIA,YONDO,2017,1,CASABE,CASABE,B,O,38.7,0.2,81344,16268.8,1851975178.95,2941.4,Ley 141 20%
171,ANTIOQUIA,YONDO,2017,1,CASABE,CASABE,I,O,38.7,0.09,313751,26706.8,3040195258.3,2941.4,Ley 756 8% variable
172,ANTIOQUIA,YONDO,2017,1,CASABE,CASABE,QB,G,3.68,0.2,3612,722.4,7816324.53,2941.4,Ley 141 20%
173,ANTIOQUIA,YONDO,2017,1,CASABE,CASABE SUR,B,O,40.04,0.08,71321,5705.68,671916697.52,2941.4,Ley 756 8% variable
174,ANTIOQUIA,YONDO,2017,1,CASABE,CASABE SUR,QB,G,3.68,0.06,18617,1191.49,12891828.53,2941.4,Ley 756 8% variable
175,ANTIOQUIA,YONDO,2017,1,CASABE,CASABE SUR,B,G,3.68,0.06,0,0,0,2941.4,Ley 756 8% variable
176,ANTIOQUIA,YONDO,2017,1,CASABE,PEÑAS BLANCAS,QB,G,5.84,0.2,2669,533.8,9162588.16,2941.4,Ley 141 20%
177,ANTIOQUIA,YONDO,2017,1,CASABE,PEÑAS BLANCAS,B,G,5.84,0.2,0,0,0,2941.4,Ley 141 20%
178,ANTIOQUIA,YONDO,2017,1,CASABE,PEÑAS BLANCAS,B,O,40.39,0.2,1736,347.2,41245797.03,2941.4,Ley 141 20%
179,ANTIOQUIA,YONDO,2017,1,CASABE,PEÑAS BLANCAS,I,O,40.39,0.08,42826,3426.08,407002880.74,2941.4,Ley 756 8% variable
180,ANTIOQUIA,YONDO,2017,2,CASABE,BAJO RIO,I,O,0,0.08,0,0,0,2879.57,Ley 756 8% variable
181,ANTIOQUIA,YONDO,2017,2,CASABE,BAJO RIO,B,O,0,0.2,0,0,0,2879.57,Ley 141 20%
182,ANTIOQUIA,YONDO,2017,2,CASABE,BAJO RIO,B,G,,0.2,0,0,0,2879.57,Ley 141 20%
421,ARAUCA,ARAUCA,2017,3,CRAVO NORTE,REDONDO,B,O,22.97,0.2,45,9,608134.77,2942.29,Ley 141 20%
183,ANTIOQUIA,YONDO,2017,2,CASABE,CASABE,I,O,40.1,0.08,278129,23622.38,2727381246.58,2879.57,Ley 756 8% variable
184,ANTIOQUIA,YONDO,2017,2,CASABE,CASABE,B,G,3.74,0.2,0,0,0,2879.57,Ley 141 20%
185,ANTIOQUIA,YONDO,2017,2,CASABE,CASABE,B,O,40.1,0.2,72856,14571.2,1682354483.96,2879.57,Ley 141 20%
186,ANTIOQUIA,YONDO,2017,2,CASABE,CASABE,QB,G,3.74,0.2,606,121.2,1306530.77,2879.57,Ley 141 20%
187,ANTIOQUIA,YONDO,2017,2,CASABE,CASABE SUR,B,G,3.74,0.06,0,0,0,2879.57,Ley 756 8% variable
188,ANTIOQUIA,YONDO,2017,2,CASABE,CASABE SUR,B,O,41.46,0.08,69643,5571.44,665211899.79,2879.57,Ley 756 8% variable
189,ANTIOQUIA,YONDO,2017,2,CASABE,CASABE SUR,QB,G,3.74,0.06,15980,1022.72,11024878.87,2879.57,Ley 756 8% variable
190,ANTIOQUIA,YONDO,2017,2,CASABE,PEÑAS BLANCAS,QB,G,5.94,0.2,2700,540,9234953.64,2879.57,Ley 141 20%
191,ANTIOQUIA,YONDO,2017,2,CASABE,PEÑAS BLANCAS,B,G,5.94,0.2,0,0,0,2879.57,Ley 141 20%
192,ANTIOQUIA,YONDO,2017,2,CASABE,PEÑAS BLANCAS,B,O,41.82,0.2,1568,313.6,37765297.93,2879.57,Ley 141 20%
193,ANTIOQUIA,YONDO,2017,2,CASABE,PEÑAS BLANCAS,I,O,41.82,0.08,41330,3306.4,398173408.92,2879.57,Ley 756 8% variable
194,ANTIOQUIA,YONDO,2017,3,CASABE,BAJO RIO,B,G,,0.2,0,0,0,2942.29,Ley 141 20%
195,ANTIOQUIA,YONDO,2017,3,CASABE,BAJO RIO,I,O,0,0.08,0,0,0,2942.29,Ley 756 8% variable
196,ANTIOQUIA,YONDO,2017,3,CASABE,BAJO RIO,B,O,0,0.2,0,0,0,2942.29,Ley 141 20%
197,ANTIOQUIA,YONDO,2017,3,CASABE,CASABE,I,O,36.26,0.09,315219,26846.68,2863950893.72,2942.29,Ley 756 8% variable
198,ANTIOQUIA,YONDO,2017,3,CASABE,CASABE,B,O,36.26,0.2,80228,16045.6,1711712838.87,2942.29,Ley 141 20%
199,ANTIOQUIA,YONDO,2017,3,CASABE,CASABE,B,G,3.64,0.2,0,0,0,2942.29,Ley 141 20%
200,ANTIOQUIA,YONDO,2017,3,CASABE,CASABE,QB,G,3.64,0.2,669,133.8,1434760.9,2942.29,Ley 141 20%
201,ANTIOQUIA,YONDO,2017,3,CASABE,CASABE SUR,B,O,37.68,0.08,74182,5934.56,657864548.43,2942.29,Ley 756 8% variable
202,ANTIOQUIA,YONDO,2017,3,CASABE,CASABE SUR,B,G,3.64,0.06,0,0,0,2942.29,Ley 756 8% variable
203,ANTIOQUIA,YONDO,2017,3,CASABE,CASABE SUR,QB,G,3.64,0.06,20252,1296.13,13898608.5,2942.29,Ley 756 8% variable
204,ANTIOQUIA,YONDO,2017,3,CASABE,PEÑAS BLANCAS,B,G,5.78,0.2,0,0,0,2942.29,Ley 141 20%
205,ANTIOQUIA,YONDO,2017,3,CASABE,PEÑAS BLANCAS,I,O,38.02,0.08,42322,3385.76,378788828.84,2942.29,Ley 756 8% variable
206,ANTIOQUIA,YONDO,2017,3,CASABE,PEÑAS BLANCAS,B,O,38.02,0.2,1705,341,38150072.86,2942.29,Ley 141 20%
207,ANTIOQUIA,YONDO,2017,3,CASABE,PEÑAS BLANCAS,QB,G,5.78,0.2,5208,1041.6,17719113.79,2942.29,Ley 141 20%
208,ANTIOQUIA,YONDO,2017,4,CASABE,CASABE,QB,G,3.76,0.2,917,183.4,1986029.18,2877.82,Ley 141 20%
209,ANTIOQUIA,YONDO,2017,4,CASABE,CASABE,B,O,37.26,0.2,77010,15402,1651643190.14,2877.82,Ley 141 20%
210,ANTIOQUIA,YONDO,2017,4,CASABE,CASABE,I,O,37.26,0.09,304599,25937.61,2781435980.34,2877.82,Ley 756 8% variable
211,ANTIOQUIA,YONDO,2017,4,CASABE,CASABE SUR,QB,G,3.76,0.06,17651,1129.66,12233073.68,2877.82,Ley 756 8% variable
212,ANTIOQUIA,YONDO,2017,4,CASABE,CASABE SUR,B,O,38.72,0.08,68025,5442,606457166.33,2877.82,Ley 756 8% variable
213,ANTIOQUIA,YONDO,2017,4,CASABE,PEÑAS BLANCAS,QB,G,5.97,0.2,5457,1091.4,18749320.07,2877.82,Ley 141 20%
214,ANTIOQUIA,YONDO,2017,4,CASABE,PEÑAS BLANCAS,B,O,39.07,0.2,1620,324,36431080.82,2877.82,Ley 141 20%
215,ANTIOQUIA,YONDO,2017,4,CASABE,PEÑAS BLANCAS,I,O,39.07,0.08,40340,3227.2,362871555.47,2877.82,Ley 756 8% variable
216,ANTIOQUIA,YONDO,2017,5,CASABE,CASABE,QB,G,3.7,0.2,10402,2080.4,22493481.37,2923.61,Ley 141 20%
217,ANTIOQUIA,YONDO,2017,5,CASABE,CASABE,B,O,39.09,0.2,79143,15828.6,1809120971.34,2923.61,Ley 141 20%
218,ANTIOQUIA,YONDO,2017,5,CASABE,CASABE,I,O,39.09,0.08,308105.33,26170.12,2991099395.98,2923.61,Ley 756 8% variable
219,ANTIOQUIA,YONDO,2017,5,CASABE,CASABE SUR,QB,G,3.7,0.06,19027,1217.73,13166190.2,2923.61,Ley 756 8% variable
220,ANTIOQUIA,YONDO,2017,5,CASABE,CASABE SUR,B,O,40.59,0.08,67784.73,5422.78,643479428.95,2923.61,Ley 756 8% variable
221,ANTIOQUIA,YONDO,2017,5,CASABE,PEÑAS BLANCAS,B,O,40.92,0.2,1674,334.8,40054091.08,2923.61,Ley 141 20%
222,ANTIOQUIA,YONDO,2017,5,CASABE,PEÑAS BLANCAS,I,O,40.92,0.08,41435.81,3314.86,396576751.99,2923.61,Ley 756 8% variable
223,ANTIOQUIA,YONDO,2017,5,CASABE,PEÑAS BLANCAS,QB,G,5.87,0.2,5024,1004.8,17234859.49,2923.61,Ley 141 20%
224,ANTIOQUIA,YONDO,2017,6,CASABE,CASABE,QB,G,3.74,0.2,3086.32,617.26,6818267.75,2957.1,Ley 141 20%
225,ANTIOQUIA,YONDO,2017,6,CASABE,CASABE,B,O,38.23,0.2,75750,15150,1712634804.85,2957.1,Ley 141 20%
226,ANTIOQUIA,YONDO,2017,6,CASABE,CASABE,I,O,38.23,0.09,318056.43,27226.23,3077794474.18,2957.1,Ley 756 8% variable
227,ANTIOQUIA,YONDO,2017,6,CASABE,CASABE SUR,QB,G,3.74,0.06,17284.19,1106.19,12218900.52,2957.1,Ley 756 8% variable
228,ANTIOQUIA,YONDO,2017,6,CASABE,CASABE SUR,B,O,39.67,0.08,68311.4,5464.91,641004417.36,2957.1,Ley 756 8% variable
229,ANTIOQUIA,YONDO,2017,6,CASABE,PEÑAS BLANCAS,QB,G,5.93,0.2,3932.54,786.51,13782355.77,2957.1,Ley 141 20%
230,ANTIOQUIA,YONDO,2017,6,CASABE,PEÑAS BLANCAS,B,O,40.06,0.2,1590,318,37674871.04,2957.1,Ley 141 20%
231,ANTIOQUIA,YONDO,2017,6,CASABE,PEÑAS BLANCAS,I,O,40.06,0.08,34186.82,2734.95,324021140.65,2957.1,Ley 756 8% variable
232,ANTIOQUIA,YONDO,2017,7,CASABE,CASABE,QB,G,3.7,0.2,4559.52,911.9,10243064.74,3036.58,Ley 141 20%
233,ANTIOQUIA,YONDO,2017,7,CASABE,CASABE,B,O,37.18,0.2,77748,15549.6,1755725235.54,3036.58,Ley 141 20%
234,ANTIOQUIA,YONDO,2017,7,CASABE,CASABE,I,O,37.18,0.08,305926.03,25963.51,2931572886.61,3036.58,Ley 756 8% variable
235,ANTIOQUIA,YONDO,2017,7,CASABE,CASABE SUR,QB,G,3.7,0.06,19083.97,1221.37,13719222.34,3036.58,Ley 756 8% variable
236,ANTIOQUIA,YONDO,2017,7,CASABE,CASABE SUR,B,O,38.67,0.08,72002.23,5760.18,676398592.16,3036.58,Ley 756 8% variable
237,ANTIOQUIA,YONDO,2017,7,CASABE,PEÑAS BLANCAS,QB,G,5.87,0.2,2957.05,591.41,10538667.19,3036.58,Ley 141 20%
238,ANTIOQUIA,YONDO,2017,7,CASABE,PEÑAS BLANCAS,B,O,38.86,0.2,1643,328.6,38771999.7,3036.58,Ley 141 20%
239,ANTIOQUIA,YONDO,2017,7,CASABE,PEÑAS BLANCAS,I,O,38.86,0.08,35331.26,2826.5,333503007.04,3036.58,Ley 756 8% variable
240,ANTIOQUIA,YONDO,2017,8,CASABE,CASABE,QB,G,3.58,0.2,3217.98,643.6,6848175.24,2973.2,Ley 141 20%
241,ANTIOQUIA,YONDO,2017,8,CASABE,CASABE,B,O,39.78,0.2,77066,15413.2,1823199181.15,2973.2,Ley 141 20%
242,ANTIOQUIA,YONDO,2017,8,CASABE,CASABE,I,O,39.78,0.08,297524.9,25169.89,2977299750.15,2973.2,Ley 756 8% variable
243,ANTIOQUIA,YONDO,2017,8,CASABE,CASABE SUR,QB,G,3.58,0.06,17054.21,1091.47,11613767.56,2973.2,Ley 756 8% variable
244,ANTIOQUIA,YONDO,2017,8,CASABE,CASABE SUR,B,O,41.24,0.08,70500.85,5640.07,691501968.14,2973.2,Ley 756 8% variable
245,ANTIOQUIA,YONDO,2017,8,CASABE,PEÑAS BLANCAS,QB,G,5.68,0.2,7250.3,1450.06,24477078.96,2973.2,Ley 141 20%
246,ANTIOQUIA,YONDO,2017,8,CASABE,PEÑAS BLANCAS,B,O,41.46,0.2,1612,322.4,39743609.74,2973.2,Ley 141 20%
247,ANTIOQUIA,YONDO,2017,8,CASABE,PEÑAS BLANCAS,I,O,41.46,0.08,35017.51,2801.4,345340508.82,2973.2,Ley 756 8% variable
248,ANTIOQUIA,YONDO,2017,9,CASABE,CASABE,I,O,44.81,0.08,284861.82,24069.51,3146585374.32,2917.09,Ley 756 8% variable
249,ANTIOQUIA,YONDO,2017,9,CASABE,CASABE,QB,G,3.64,0.2,2804.24,560.85,5956018.4,2917.09,Ley 141 20%
250,ANTIOQUIA,YONDO,2017,9,CASABE,CASABE,B,O,44.81,0.2,74100,14820,1937405212.22,2917.09,Ley 141 20%
251,ANTIOQUIA,YONDO,2017,9,CASABE,CASABE SUR,QB,G,3.64,0.06,15231.87,974.84,10352471.93,2917.09,Ley 756 8% variable
252,ANTIOQUIA,YONDO,2017,9,CASABE,CASABE SUR,B,O,46.32,0.08,63753.95,5100.32,689136336.58,2917.09,Ley 756 8% variable
253,ANTIOQUIA,YONDO,2017,9,CASABE,PEÑAS BLANCAS,QB,G,5.78,0.2,6630.68,1326.14,22341892.46,2917.09,Ley 141 20%
254,ANTIOQUIA,YONDO,2017,9,CASABE,PEÑAS BLANCAS,B,O,46.28,0.2,1530,306,41313483.74,2917.09,Ley 141 20%
255,ANTIOQUIA,YONDO,2017,9,CASABE,PEÑAS BLANCAS,I,O,46.28,0.08,34183.86,2734.71,369216822.01,2917.09,Ley 756 8% variable
256,ANTIOQUIA,YONDO,2017,10,CASABE,CASABE,QB,G,3.52,0.2,1528.39,305.68,3173781.8,2953.76,Ley 141 20%
257,ANTIOQUIA,YONDO,2017,10,CASABE,CASABE,B,O,46.6,0.2,75733,15146.6,2085053882.12,2953.76,Ley 141 20%
258,ANTIOQUIA,YONDO,2017,10,CASABE,CASABE,I,O,46.6,0.08,288543.24,24326.46,3348737027.94,2953.76,Ley 756 8% variable
259,ANTIOQUIA,YONDO,2017,10,CASABE,CASABE SUR,QB,G,3.52,0.06,13636.23,872.72,9061230.47,2953.76,Ley 756 8% variable
260,ANTIOQUIA,YONDO,2017,10,CASABE,CASABE SUR,B,O,48.05,0.08,69861.99,5588.96,793237343.43,2953.76,Ley 756 8% variable
261,ANTIOQUIA,YONDO,2017,10,CASABE,PEÑAS BLANCAS,QB,G,5.58,0.2,6592.83,1318.57,21718557.97,2953.76,Ley 141 20%
262,ANTIOQUIA,YONDO,2017,10,CASABE,PEÑAS BLANCAS,B,O,48.19,0.2,1581,316.2,45006949.4,2953.76,Ley 141 20%
263,ANTIOQUIA,YONDO,2017,10,CASABE,PEÑAS BLANCAS,I,O,48.19,0.08,35751.43,2860.11,407100012.76,2953.76,Ley 756 8% variable
264,ANTIOQUIA,YONDO,2017,11,CASABE,CASABE,QB,G,3.44,0.2,2292.19,458.44,4750526.46,3013.47,Ley 141 20%
265,ANTIOQUIA,YONDO,2017,11,CASABE,CASABE,B,O,48.83,0.2,72900,14580,2145277847.85,3013.47,Ley 141 20%
266,ANTIOQUIA,YONDO,2017,11,CASABE,CASABE,I,O,48.83,0.08,285057,24087.86,3544248861.57,3013.47,Ley 756 8% variable
267,ANTIOQUIA,YONDO,2017,11,CASABE,CASABE SUR,QB,G,3.44,0.06,11443.88,732.41,7589522,3013.47,Ley 756 8% variable
268,ANTIOQUIA,YONDO,2017,11,CASABE,CASABE SUR,B,O,50.3,0.08,65816.24,5265.3,798051917.98,3013.47,Ley 756 8% variable
269,ANTIOQUIA,YONDO,2017,11,CASABE,PEÑAS BLANCAS,B,O,50.41,0.2,1500,300,45576232.57,3013.47,Ley 141 20%
270,ANTIOQUIA,YONDO,2017,11,CASABE,PEÑAS BLANCAS,I,O,50.41,0.08,34491.88,2759.35,419202651.78,3013.47,Ley 756 8% variable
271,ANTIOQUIA,YONDO,2017,11,CASABE,PEÑAS BLANCAS,QB,G,5.46,0.2,4688.83,937.77,15416294.07,3013.47,Ley 141 20%
272,ANTIOQUIA,YONDO,2017,12,CASABE,CASABE,QB,G,3.44,0.2,3591.84,718.37,7402221.6,2991.76,Ley 141 20%
273,ANTIOQUIA,YONDO,2017,12,CASABE,CASABE,B,O,51.29,0.2,74617,14923.4,2290032387.73,2991.76,Ley 141 20%
274,ANTIOQUIA,YONDO,2017,12,CASABE,CASABE,I,O,51.29,0.08,286031.83,24091.55,3696908188.38,2991.76,Ley 756 8% variable
275,ANTIOQUIA,YONDO,2017,12,CASABE,CASABE SUR,QB,G,3.44,0.06,9397.04,601.41,6197066.56,2991.76,Ley 756 8% variable
276,ANTIOQUIA,YONDO,2017,12,CASABE,CASABE SUR,B,O,52.73,0.08,65826.87,5266.15,830838137.12,2991.76,Ley 756 8% variable
277,ANTIOQUIA,YONDO,2017,12,CASABE,PEÑAS BLANCAS,QB,G,5.46,0.2,3141.59,628.32,10271099.47,2991.76,Ley 141 20%
278,ANTIOQUIA,YONDO,2017,12,CASABE,PEÑAS BLANCAS,B,O,52.95,0.2,1550,310,49108893.73,2991.76,Ley 141 20%
279,ANTIOQUIA,YONDO,2017,12,CASABE,PEÑAS BLANCAS,I,O,52.95,0.08,33096.41,2647.71,419439504.92,2991.76,Ley 756 8% variable
280,ARAUCA,ARAUCA,2017,1,CHIPIRON,CHIPIRÓN,B,G,5.79,0.06,0,0,0,2941.4,Ley 756 8% variable
281,ARAUCA,ARAUCA,2017,1,CHIPIRON,CHIPIRÓN,B,O,43.55,0.09,0,0,0,2941.4,Ley 756 8% variable
282,ARAUCA,ARAUCA,2017,1,CHIPIRON,CHIPIRÓN,B,G,5.79,0.06,0,0,0,2941.4,Ley 756 8% variable
283,ARAUCA,ARAUCA,2017,1,CHIPIRON,CHIPIRÓN,B,O,43.55,0.09,289734,25123.93,3218457122.09,2941.4,Ley 756 8% variable
284,ARAUCA,ARAUCA,2017,1,CHIPIRON,CHIPIRÓN,B,G,5.79,0.06,0,0,0,2941.4,Ley 756 8% variable
285,ARAUCA,ARAUCA,2017,1,CHIPIRON,CHIPIRÓN,B,O,43.55,0.09,26006,2255.08,288882892.03,2941.4,Ley 756 8% variable
286,ARAUCA,ARAUCA,2017,1,CHIPIRON,CHIPIRÓN,QB,G,5.79,0.06,11240,719.36,12255863.61,2941.4,Ley 756 8% variable
287,ARAUCA,ARAUCA,2017,1,CHIPIRON,CHIPIRÓN,QB,G,5.79,0.06,1061,67.9,1156892.38,2941.4,Ley 756 8% variable
288,ARAUCA,ARAUCA,2017,1,CHIPIRON,MACANA,B,O,46.31,0.08,3194,255.52,34804093.13,2941.4,Ley 756 8% variable
289,ARAUCA,ARAUCA,2017,1,CHIPIRON,MACANA,QB,G,3.73,0.06,60,3.84,42096.3,2941.4,Ley 756 8% variable
290,ARAUCA,ARAUCA,2017,1,CHIPIRON,MACANA,B,G,3.73,0.06,0,0,0,2941.4,Ley 756 8% variable
291,ARAUCA,ARAUCA,2017,1,CHIPIRON,MATANEGRA OESTE,B,G,3.76,0.06,0,0,0,2941.4,Ley 756 8% variable
292,ARAUCA,ARAUCA,2017,1,CHIPIRON,MATANEGRA OESTE,B,O,0,0.08,0,0,0,2941.4,Ley 756 8% variable
293,ARAUCA,ARAUCA,2017,1,CHIPIRON,PASTORA,B,O,0,0.08,0,0,0,2941.4,Ley 756 8% variable
294,ARAUCA,ARAUCA,2017,1,CHIPIRON,PASTORA,B,G,,0.06,0,0,0,2941.4,Ley 756 8% variable
295,ARAUCA,ARAUCA,2017,1,CRAVO NORTE,CAÑO LIMÓN,B,G,3.73,0.2,0,0,0,2941.4,Ley 141 20%
344,ARAUCA,ARAUCA,2017,2,CRAVO NORTE,CAÑO LIMÓN,B,G,3.79,0.2,0,0,0,2879.57,Ley 141 20%
296,ARAUCA,ARAUCA,2017,1,CRAVO NORTE,CAÑO LIMÓN,B,O,42.53,0.2,142967,28593.4,3576952954.65,2941.4,Ley 141 20%
297,ARAUCA,ARAUCA,2017,1,CRAVO NORTE,CAÑO LIMÓN,B,G,3.73,0.2,0,0,0,2941.4,Ley 141 20%
298,ARAUCA,ARAUCA,2017,1,CRAVO NORTE,CAÑO LIMÓN,B,O,42.53,0.2,306569,61313.8,7670181863.26,2941.4,Ley 141 20%
299,ARAUCA,ARAUCA,2017,1,CRAVO NORTE,CAÑO LIMÓN,B,G,3.73,0.2,0,0,0,2941.4,Ley 141 20%
300,ARAUCA,ARAUCA,2017,1,CRAVO NORTE,CAÑO LIMÓN,B,O,42.53,0.2,108942,21788.4,2725666823.72,2941.4,Ley 141 20%
301,ARAUCA,ARAUCA,2017,1,CRAVO NORTE,CAÑO LIMÓN,B,G,3.73,0.2,0,0,0,2941.4,Ley 141 20%
302,ARAUCA,ARAUCA,2017,1,CRAVO NORTE,CAÑO LIMÓN,B,O,42.53,0.2,38035,7607,951614047.66,2941.4,Ley 141 20%
303,ARAUCA,ARAUCA,2017,1,CRAVO NORTE,CAÑO LIMÓN,B,G,3.73,0.2,0,0,0,2941.4,Ley 141 20%
304,ARAUCA,ARAUCA,2017,1,CRAVO NORTE,CAÑO LIMÓN,B,O,42.53,0.2,0,0,0,2941.4,Ley 141 20%
305,ARAUCA,ARAUCA,2017,1,CRAVO NORTE,CAÑO LIMÓN,QB,G,3.73,0.2,5320,1064,11664203.72,2941.4,Ley 141 20%
